title,authors,affiliations,citedby,publisher,Year
Enhanced photocatalytic performance of magnetically reclaimable N-doped g-C<inf>3</inf>N<inf>4</inf>/Fe<inf>3</inf>O<inf>4</inf> nanocomposites for efficient tetracycline degradation,Shanmugam P.,Thammasat University (Thailand),0,Elsevier B.V.,2024
A review for MXene-based hybrid nanocomposites toward electro-/photocatalytic hydrogen evolution reactions,Kabir L.,Hanseo University (South Korea),0,Elsevier Ltd,2024
Hydrothermal synthesis of manganese doped zinc oxide wurtzite nanoparticles for supercapacitors – A brief review,Ruilin L.,School of Materials and Mineral Resources Engineering (Malaysia),0,Elsevier B.V.,2024
"Response of YPM x Ross 708 male broilers to diets containing varying inclusions of phytase, calcium butyrate, and bacitracin methylene disalicylate from 1 to 42 d of age–part 1: performance, processing yields, and nutrient digestibility",Gulizia J.P.,Auburn University (United States),0,Elsevier Inc.,2024
A novel integrated material flow cost accounting (MFCA)- IoT-lean management system approach to improving water use efficiency and reducing costs in the beverage industry,Sodkomkham T.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
"Development of automatic CNC machine with versatile applications in art, design, and engineering",Das U.C.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Performance analysis of terrestrial 6G networks in tropical region,Banwair H.M.,School of Electrical Engineering (Malaysia),0,Universitas Ahmad Dahlan,2024
"REFILLED DRINKING WATER DEPOT PRODUCTION: TECHNOLOGY IN DRINKING WATER, RULE, OPPORTUNITY, CAPACITY, COMMUNICATION, INTEREST, PROCESS, AND IDEOLOGY (ROCCIPI) ANALYSIS",Hakim A.L.,Universitas Djuanda (Indonesia),0,Taylor's University,2024
The CMS Statistical Analysis and Combination Tool: Combine,Zhokin A.,Organisation Européenne pour la Recherche Nucléaire (Switzerland),3,Springer Nature,2024
Transcriptome analysis reveals a role of FOXO3 in antileukemia/lymphoma properties of panduratin A,Phuagkhaopong S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
"Teach to say “NO” – A mixed methods evaluation of a child sexual abuse prevention training for primary school teachers in Phnom Penh, Cambodia",Kantipudi S.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Gardenia jasminoides extract mitigates acetaminophen-induced liver damage in mice,Tangpradubkiat P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Prevalence and factors associated with preventable drug-related emergency department visits (DRED<inf>p</inf>) in elderly patients,Phoemlap P.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
One-size measures do not fit all areas: Evaluation of area-specific control of foot and mouth disease in Thailand using bioeconomic modelling,Chanchaidechachai T.,Faculteit Diergeneeskunde (Netherlands); Chulalongkorn University (Thailand); Wageningen University &amp; Research (Netherlands),0,Elsevier B.V.,2024
Synthesis and characterization of molecularly imprinted polymer nanoparticles against porcine circovirus type 2 viral-like particles,Klangprapan J.,Chulalongkorn University (Thailand); Kasetsart University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Innovative and cutting-edge approaches in microfluidic paper-based analytical devices for detection of food adulteration,Alahmad W.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Sustainable development of agro bio-mass waste based AA6061-Tungsten carbide hybrid reinforced composites: A comprehensive performance investigation,Bose P.,Chennai Institute of Technology (India),0,Elsevier Ltd,2024
A method to improve binary forecast skill verification,Sitthiyot T.,Chulalongkorn Business School (Thailand),0,Elsevier B.V.,2024
SMALL-SCALE GOLD MINING PRODUCTION: TECHNOLOGY AND BUSINESS LAW PERSPECTIVE,Sihotang S.,Universitas Djuanda (Indonesia),0,Taylor's University,2024
Effects of inorganic phosphate on stem cells isolated from human exfoliated deciduous teeth,Suwittayarak R.,Chulalongkorn University (Thailand),0,Nature Research,2024
Evaluating the effectiveness of the transcorporeal approach in minimally invasive spine surgery for cervical spinal disease: a comprehensive review and technical insights,Liu Y.,"The Catholic University of Korea, College of Medicine (South Korea)",0,BioMed Central Ltd,2024
Clinical evaluation of direct composite versus zirconia resin-bonded fixed dental prostheses for a single missing anterior tooth: A short-term multicenter retrospective study,Sato T.,Graduate School of Medical and Dental Sciences (Japan),0,Elsevier Ltd,2024
"Preparation, physicochemical characterization, ex vivo, and in vivo evaluations of asiatic acid-loaded solid lipid nanoparticles formulated with natural waxes for nose-to-brain delivery",Rojanaratha T.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
MediGate: a MedTech product innovation development process from university research to successful commercialization within emerging markets,Kruachottikul P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2024
Radon exhalation rate from the latex pillows and its potential exposure to users,Sola P.,Thailand Institute of Nuclear Technology (Public Organization) (Thailand),1,Elsevier B.V.,2024
KHDRBS3 facilitates self-renewal and temozolomide resistance of glioblastoma cell lines,Somrit K.,"Faculty of Science, Mahidol University (Thailand)",0,Elsevier Inc.,2024
Novel NhaC Na<sup>+</sup>/H<sup>+</sup> antiporter in cyanobacteria contributes to key molecular processes for salt tolerance,Waditee-Sirisattha R.,Chulalongkorn University (Thailand),0,Springer Science and Business Media B.V.,2024
"The Histopathology of Chronic “Radiation Conjunctivitis” Shows Diagnostic Features Similar to Those Seen in Radiation Dermatitis, Including Radiation Fibroblasts",Assavapongpaiboon B.,King Chulalongkorn Memorial Hospital (Thailand); Massachusetts Eye and Ear (United States); Harvard Medical School (United States),0,Springer,2024
"The association between knockdown resistance and treatment outcome of 1% permethrin lotion in head lice infestations in Nonthaburi province, Thailand",Brownell N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Nature,2024
Hydromechanical behaviour of a slope reinforced by grass roots under rainfall conditions,Prasetyaningtiyas G.A.,Universitas Muhammadiyah Surakarta (Indonesia); Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Association between greenness exposure and depression rate among Bangkok residents: An ecological longitudinal study,Nilsalai W.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
"Major depressive disorder, neuroticism, suicidal behaviors, and depression severity are associated with cytokine networks and their intricate interactions with metabolic syndrome",Maes M.,"Chinese Academy of Medical Sciences &amp; Peking Union Medical College (China); Medical University of Plovdiv (Bulgaria); University of Electronic Science and Technology of China (China); Faculty of Medicine, Chulalongkorn University (Thailand); Kyung Hee University (South Korea)",0,Elsevier Inc.,2024
Heart disease prediction using autoencoder and DenseNet architecture,Saleh Alghamdi N.,Princess Nourah Bint Abdulrahman University (Saudi Arabia),0,Elsevier B.V.,2024
"Chemsex and rising substance use linked to sexually transmitted infections among men who have sex with men living with HIV in Bangkok, Thailand",Muccini C.,IRCCS Ospedale San Raffaele (Italy); SEARCH (Thailand),0,Elsevier Ltd,2024
The histone acylation reader ENL/AF9 regulates aging in Drosophila melanogaster,Yeewa R.,"Faculty of Medicine, Chiang Mai University (Thailand)",0,Elsevier Inc.,2024
Highly sensitive and specific electrochemical biosensor for direct detection of hepatitis C virus RNA in clinical samples using DNA strand displacement,Chaibun T.,Mahidol University (Thailand),0,Nature Research,2024
Through the looking glass into the dark dimension: Searching for bulk black hole dark matter with microlensing of X-ray pulsars,Anchordoqui L.A.,The Graduate Center (United States); Lehman College (United States); American Museum of Natural History (United States),0,Elsevier B.V.,2024
Women’s educational attainment and sexual coercion by intimate partners: ethnic differences in Vietnam,Thi Thuy Do H.,Chulalongkorn University (Thailand),0,Springer Science and Business Media B.V.,2024
Effect of mechanical and chemical surface treatments on the repairing of milled and 3D-printed denture bases,Htat H.L.,Chulalongkorn University (Thailand),0,Nature Research,2024
Long COVID at 3 and 6 months after covid-19 infection in Thailand,Rutjanawech S.,"Faculty of Medicine, Thammasat University (Thailand)",0,Nature Research,2024
Characterization of macrophages associated with human skin models exposed to UV radiation,Phuphanitcharoenkun S.,Chulalongkorn University (Thailand),0,Nature Research,2024
Natural selection on apical membrane antigen 1 (AMA1) of an emerging zoonotic malaria parasite Plasmodium inui,Putaporntip C.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
"Evaluation of mrkD, pgaC and wcaJ as biomarkers for rapid identification of K. pneumoniae biofilm infections from endotracheal aspirates and bronchoalveolar lavage",Devanga Ragupathi N.K.,"The University of Sheffield (United Kingdom); Christian Medical College, Vellore (India)",1,Nature Research,2024
"Geoheritage Characterisation of Thap Lao Karst Spring in Chaiyaphum Geopark, Northeastern Thailand for Sustainable Geotourism Development",Singtuen V.,Khon Kaen University (Thailand),1,Springer,2024
Paving blocks produced with crushed glass and high-density polyethylene: A case study of glass bottle and plastic waste management on Si Chang Island,Kuekham P.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Refugee Minors’ Perspectives Explored with the Bridge Drawing and Children’s Hope Scale,Girish M.,University of Haifa (Israel),0,Springer Science and Business Media B.V.,2024
Sequence-based analysis of the rice CAMTA family: haplotype and network analyses,Thongsima N.,Chulalongkorn University (Thailand),0,Nature Research,2024
The association between interdental cleaning and periodontitis in an urban Thai adult cohort: a cross-sectional study,Aroonratana P.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Extracellular traps in peripheral blood mononuclear cell fraction in childhood-onset systemic lupus erythematosus,Saisorn W.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",1,Nature Research,2024
An intelligent learning system based on electronic health records for unbiased stroke prediction,Saleem M.A.,Chulalongkorn University (Thailand),0,Nature Research,2024
3D bioprinting of fish skin-based gelatin methacryloyl (GelMA) bio-ink for use as a potential skin substitute,Tanadchangsaeng N.,Rangsit University (Thailand),0,Nature Research,2024
Application of nanoparticles as surface modifiers of dental implants for revascularization/regeneration of bone,Soe Z.C.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
"Retraction note: Cyanidin-3-glucoside activates Nrf2-antioxidant response element and protects against glutamate-induced oxidative and endoplasmic reticulum stress in HT22 hippocampal neuronal cells (BMC Complementary Medicine and Therapies, (2020), 20, 1, (46), 10.1186/s12906-020-2819-7)",Sukprasansap M.,Mahidol University (Thailand),0,BioMed Central Ltd,2024
Chronic disease associated with bullous pemphigoid risk: A systematic review and meta-analysis,Siranart N.,"Mayo Clinic (United States); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Elsevier B.V.,2024
Enhancing biofuel production in hydrothermal liquefaction of cassava rhizome through alkaline catalyst application and water-soluble product recirculation,Chukaew P.,Mahidol University (Thailand); MHESI (Thailand),0,Elsevier B.V.,2024
Osimertinib after definitive chemoradiotherapy in unresectable stage III epidermal growth factor receptor-mutated non-small-cell lung cancer: analyses of central nervous system efficacy and distant progression from the phase III LAURA study,Lu S.,Shanghai Chest Hospital (China),3,Elsevier Ltd,2024
"Influence of light-polymerizing units and zirconia on the physical, chemical and biological properties of self-adhesive resin cements",Wongsirisuwan S.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
"Gemcitabine, carboplatin, and Epstein–Barr virus-specific autologous cytotoxic T lymphocytes for recurrent or metastatic nasopharyngeal carcinoma: VANCE, an international randomized phase III trial",Toh H.C.,"National Cancer Centre, Singapore (Singapore)",1,Elsevier Ltd,2024
Resmetirom and Metabolic Dysfunction-Associated Steatohepatitis: Perspectives on Multidisciplinary Management from Global Healthcare Professionals,Au K.,First Affiliated Hospital of Jinan University (China),0,Springer,2024
Selectivity control in catalytic glucose dehydration using iron- and tungsten-modified ZSM-5 catalysts,Kobkeatthawin T.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Cerebral Artery Vasoconstriction After Galcanezumab Loading Dose for Migraine Prevention: A Case Report,Asawavichienjinda T.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Adis,2024
"Indoor air pollutants and microbes in mass rapid transit (MRT) trains of north-western area of Bangkok, Thailand: Impact on indoor air quality and human health",Ngamsritrakul T.,Chulalongkorn University (Thailand),1,Elsevier B.V.,2024
Decellularized extracellular matrix derived from dental pulp stem cells promotes gingival fibroblast adhesion and migration,Nowwarote N.,Université Paris Cité (France); Centre de Recherche des Cordeliers (France),0,BioMed Central Ltd,2024
Alterations of senescence-associated markers in patients with non-syndromic cleft lip and palate,Charoenvicha C.,"Faculty of Medicine, Chiang Mai University (Thailand); Chiang Mai University (Thailand)",0,Nature Research,2024
Mothers’ needs and wishes for breastfeeding support in workplaces in Thailand: a qualitative study,Cetthakrikul N.,"International Health Policy Program, Thailand (Thailand)",0,BioMed Central Ltd,2024
Cleistanthin A derivative disrupts autophagy and suppresses head and neck squamous cell carcinoma progression via targeted vacuolar ATPase,Wongpan A.,"Faculty of Science, Mahidol University (Thailand)",0,Nature Research,2024
"Discovery of two new actinobacteria, Micromonospora palythoicola sp. nov. and Streptomyces poriticola sp. nov., isolated from marine invertebrates",Kanchanasin P.,Chulalongkorn University (Thailand),0,Nature Research,2024
Prevalence of vertebral fractures and associated factors in thai diabetic postmenopausal women,Samakkarnthai P.,Phramongkutklao College of Medicine (Thailand),0,Nature Research,2024
Hepatitis A vaccine immunogenicity among seronegative liver transplanted children,Sintusek P.,King Chulalongkorn Memorial Hospital (Thailand),0,Nature Research,2024
Cytokine dysregulation in amnestic mild cognitive impairment,Tran-Chi V.L.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
CFD modeling of CO<inf>2</inf> capture in a non-isothermal circulating fluidized bed riser using K<inf>2</inf>CO<inf>3</inf> solid sorbent,Sornvichai A.,Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
Integrating Artificial Intelligence in Dental Education: An Urgent Call for Dedicated Postgraduate Programs,Dashti M.,SBUMS Dentofacial Deformities Research Center (Iran),0,Elsevier Inc.,2024
"Social, Economic, and Health Challenges in Responding to Aging Population in South Asia: An Experience from Bhutan",Dorji T.,Central Regional Referral Hospital (Bhutan),0,Springer Science and Business Media B.V.,2024
Investigation of chimeric transcripts derived from LINE-1 and Alu retrotransposons in cerebellar tissues of individuals with autism spectrum disorder (ASD),Saeliw T.,Chulalongkorn University (Thailand),0,Nature Research,2024
"Seasonal dynamics, Leishmania diversity, and nanopore-based metabarcoding of blood meal origins in Culicoides spp. in the newly emerging focus of leishmaniasis in Northern Thailand",Promrangsee C.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Unraveling the role of gut microbiota by fecal microbiota transplantation in rat model of kidney stone disease,Hunthai S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
Predicting CO<inf>2</inf> equilibrium solubility in various amine-CO<inf>2</inf> systems using an artificial neural network model,Wahyudi A.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Serum macrophage stimulating protein α-chain and uterine artery Doppler ultrasound in the first trimester for the prediction of preeclampsia,Kongprayoon P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
Application of Biofloc-Down flow hanging sponge system to remove nitrogen components in recirculating zero water exchange aquaculture system,Wandana S.,Nagaoka University of Technology (Japan),1,Elsevier Ltd,2024
Characterization of host cell proteins in the downstream process of plant-Based biologics using LC-MS profiling,Panapitakkul C.,Ltd. (Thailand),0,Elsevier B.V.,2024
"Academic difficulties, education-related problems, and discrimination among Thai gender-diverse medical students: a cross-sectional study of Thai medical schools",Oon-arom A.,"Faculty of Medicine, Chiang Mai University (Thailand)",0,BioMed Central Ltd,2024
Global and risk-group stratified well-being and mental health during the COVID-19 pandemic in adults: Results from the international COH-FIT Study,Solmi M.,L'Hôpital d'Ottawa (Canada); University of Ottawa (Canada); Charité – Universitätsmedizin Berlin (Germany); University of Southampton (United Kingdom); King's College London (United Kingdom); Ottawa Hospital Research Institute (Canada),0,Elsevier Ireland Ltd,2024
Dual folate/biotin-decorated liposomes mediated delivery of methylnaphthazarin for anti-cancer activity,Mikled P.,Chulalongkorn University (Thailand); Thailand National Nanotechnology Center (Thailand),0,Nature Research,2024
Unveiling senescence-associated ocular pathogenesis via lacrimal gland organoid magnetic bioassembly platform and HMGB1-Box A gene therapy,Ferreira J.N.,Chulalongkorn University (Thailand),1,Nature Research,2024
"Correction to: Upregulated LAMA3 modulates proliferation, adhesion, migration and epithelial‑to‑mesenchymal transition of cholangiocarcinoma cells (Scientific Reports, (2023), 13, 1, (22598), 10.1038/s41598-023-48798-8)",Islam K.,"Faculty of Science, Mahidol University (Thailand)",0,Nature Research,2024
"Prognostic significance and response to immune checkpoint inhibitors of RIPK3, MLKL and necroptosis in non-small cell lung cancer",Duangthim N.,Chulalongkorn University (Thailand),0,Nature Research,2024
Synthesis and characterization of fluorescent ZnO nanoparticles and their biomedical applications,Veeramani S.,The University of Sheffield (United Kingdom),0,Elsevier B.V.,2024
Possible sink of missing ocean plastic: Accumulation patterns in reef-building corals in the Gulf of Thailand,Jandang S.,"Kyushu University, Research Institute for Applied Mechanics (Japan); Kyushu University (Thailand)",1,Elsevier B.V.,2024
Biomarkers in acute kidney injury,Ostermann M.,Guy's and St Thomas' NHS Foundation Trust (United Kingdom),0,Springer Science and Business Media Deutschland GmbH,2024
The role of dietary modification in the prevention and management of metabolic dysfunction-associated fatty liver disease: An international multidisciplinary expert consensus,Zeng X.F.,The First Affiliated Hospital of Wenzhou Medical University (China),2,W.B. Saunders,2024
Evolutionary computation-based self-supervised learning for image processing: a big data-driven approach to feature extraction and fusion for multispectral object detection,Shen X.,Yanshan University (China),0,Springer Nature,2024
Trimethylamine-N-oxide and 5-year mortality: the role of gut microbiota-generated metabolite from the CORE-Thailand cohort,Senthong V.,"Faculty of Medicine, Khon Kaen University (Thailand)",0,Nature Research,2024
Filling the data gap on CGRP mAb therapy in low- to middle-income countries in Southeast Asia: insights from a real-world study in Thailand,Anukoolwittaya P.,"Chulalongkorn University (Thailand); King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand); The Neurological Society of Thailand (NST) (Thailand)",0,BioMed Central Ltd,2024
Adaptive COF-PVDF composite artificial solid electrolyte interphase for stable aqueous zinc batteries,Aupama V.,Chulalongkorn University (Thailand),1,Elsevier Ltd,2024
Behavioral and hormonal responses in the defensive repertoire during provocation in captive monocled cobra (Naja kaouthia),Vasaruchapong T.,Thai Red Cross Agency (Thailand); Chulalongkorn University (Thailand),0,Elsevier Inc.,2024
Accuracy and reliability of the Ipswich touch test in identifying loss of protective sensation among diabetic patients,Khumchum N.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Churchill Livingstone,2024
Aversion to external feedback suffices to ensure agent alignment,Garcia P.,Chulalongkorn University (Thailand),0,Nature Research,2024
Nanomechanical mapping of PLA hydroxyapatite composite scaffolds links surface homogeneity to stem cell differentiation,Sitthisang S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
Inulin extracted from burdock root (Arctium lappa L.) incorporated alginate/chitosan hydrogel beads for probiotics encapsulation,Thinkohkaew K.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Application of fibrin-based biomaterial for human ovarian tissue encapsulation and cryopreservation as alternative approach for fertility preservation,Sirayapiwat P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Academic Press Inc.,2024
Quantum next generation reservoir computing: an efficient quantum algorithm for forecasting quantum dynamics,Sornsaeng A.,Singapore University of Technology and Design (Singapore); Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Osteogenic potentials in canine mesenchymal stem cells: unraveling the efficacy of polycaprolactone/hydroxyapatite scaffolds in veterinary bone regeneration,Taephatthanasagon T.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Comparison of Fine-Needle Aspiration and Core Needle Biopsy for the Pre-Operative Diagnosis of Canine and Feline Mammary Gland Tumours,Pakdeesaneha T.,Chulalongkorn University (Thailand); The College of Veterinary Specialties of Thailand (Thailand),0,John Wiley and Sons Inc,2024
Portable Acceleration of CMS Computing Workflows with Coprocessors as a Service,Hayrapetyan A.,Yerevan Physics Institute (Armenia),0,Springer Nature,2024
"Beliefs, taboos, usages, health perceptions, and practices toward wildlife among different ethnicities in Tak and Mae Hong Son Provinces, Thailand",Suwannarong K.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Artificial intelligence for ultrasonographic detection and diagnosis of hepatocellular carcinoma and cholangiocarcinoma,Chaiteerakij R.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
The accuracy of deep learning models for diagnosing maxillary fungal ball rhinosinusitis,Sukswai P.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2024
Genetically surface-modified Escherichia coli outer membrane vesicles targeting MUC1 antigen in cancer cells,Laotee S.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
ƩS COVID-19 is a rapid high throughput and sensitive one-step quadruplex real-time RT-PCR assay,Kowitdamrong E.,"Chulalongkorn University (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
Electroplating of zinc onto polyelectrolyte complex membranes as anode for aqueous zinc-ion batteries,Arif M.B.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Study of dog population dynamics and rabies awareness in Thailand using a school-based participatory research approach,Thichumpa W.,"Faculty of Tropical Medicine, Mahidol University (Thailand)",0,Nature Research,2024
Comparison of deep learning models to detect crossbites on 2D intraoral photographs,Noeldeke B.,Gottfried Wilhelm Leibniz Universität Hannover (Germany),0,BioMed Central Ltd,2024
"Macrophage polarization in human periapical lesions in relation to histopathological diagnosis, clinical features and lesion volume: An ex vivo study",Visarnta S.,Chulalongkorn University (Thailand),0,John Wiley and Sons Inc,2024
Comparative insomnia prevalence between geriatrics lived in urban and rural areas: a multicenter nationwide study analysis,Budiman ,Universitas Jenderal Achmad Yani (Indonesia),0,BioMed Central Ltd,2024
The antibiotic resistance profiles of Pseudomonas aeruginosa in the Asia Cornea Society Infectious Keratitis Study,Khor W.B.,Duke-NUS Medical School (Singapore); Singapore Eye Research Institute (Singapore); Singapore National Eye Centre (Singapore),0,Springer Science and Business Media B.V.,2024
Report on post-transplantation cancer in southeast Asia from the Thai kidney transplantation cohort,Laowalert S.,Praram 9 Hospital (Thailand),0,Nature Research,2024
Facilely constructing ultrahigh lattice-matched CuZn<inf>5</inf> epitaxial interface for dendrite-free Zn metal anode,Cao J.,Yanshan University (China); China Three Gorges University (China),1,Elsevier B.V.,2024
Anticoagulation for splanchnic vein thrombosis in myeloproliferative neoplasms: a systematic review and meta-analysis,Chrysafi P.,Harvard Medical School (United States),1,Elsevier B.V.,2024
External validation of the CARDOT score for predicting respiratory complications after thoracic surgery,Pipanmekaporn T.,"Faculty of Medicine, Chiang Mai University (Thailand)",0,BioMed Central Ltd,2024
Online positive parenting programme for promoting parenting competencies and skills: randomised controlled trial,Tuntipuchitanon S.,"Faculty of Medicine, Chulalongkorn University (Thailand)",0,Nature Research,2024
"A large scale study of portable sweat test sensor for accurate, non-invasive and rapid COVID-19 screening based on volatile compound marker detection",Thaveesangsakulthai I.,Chulalongkorn University (Thailand),0,Nature Research,2024
Enhancing creative problem solving and learning motivation in social studies classrooms with gamified cooperative learning,Chaiyarat K.,Columbia University (United States); Chulalongkorn University (Thailand),0,Elsevier Ltd,2024
BCLH2Pro: A novel computational tools approach for hydrogen production prediction via machine learning in biomass chemical looping processes,Tuntiwongwat T.,Khon Kaen University (Thailand),2,Elsevier B.V.,2024
Cannabidiol plus krill oil supplementation improves chronic stifle osteoarthritis in dogs: A double-blind randomized controlled trial,Soontornvipart K.,Chulalongkorn University (Thailand),0,Bailliere Tindall Ltd,2024
Climate and Land Use Change Impacts on Groundwater Recharge in Prachinburi–Sakaeo Groundwater Basin by Integrating the CA–Markov Model with the WetSpass Model,Waiyasusri K.,Suan Sunandha Rajabhat University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Unveiling the potential of the capillary-driven microfluidic paper-based device integrated with smartphone-based for simultaneously colorimetric salivary ethanol and △<sup>9</sup>-tetrahydrocannabinol analysis,Srisomwat C.,Thammasat University (Thailand),0,Elsevier B.V.,2024
The improvement of heat transfer using Co/SiO<inf>2</inf> spiral structured catalyst for green diesel production by Fischer–Tropsch synthesis,Aurud P.,Mahidol University (Thailand),0,Nature Research,2024
Evaluation of (S)-T1 and (S)-T2 ligands targeting α3β4 nAChR as potential nicotine addiction pharmacotherapy,Nianpanich S.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
"Effect of thermocycling on tensile bond strength of autopolymerized, heat-polymerized, milled, and 3D printed denture base materials bonded to 4 different denture liners: an in vitro study",Janyaprasert P.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Ergosterol inhibits the proliferation of breast cancer cells by suppressing AKT/GSK-3beta/beta-catenin pathway,Nilkhet S.,College of Veterinary Medicine (South Korea); Chulalongkorn University (Thailand),0,Nature Research,2024
Etiologies of non-surgical root canal treatment and its association with risk factors in a selected Thai population,Lerdchakorn S.,Chulalongkorn University (Thailand); Suranaree University of Technology (Thailand),0,BioMed Central Ltd,2024
"Sergentomyia khawi: a potential vector for Leishmania and Trypanosoma parasites affecting humans and animals and insecticide resistance status in endemic areas of Songkhla, southern Thailand",Phumee A.,Walailak University (Thailand),0,BioMed Central Ltd,2024
Cathepsin C in health and disease: from structural insights to therapeutic prospects,Chitsamankhun C.,Chulalongkorn University (Thailand),0,BioMed Central Ltd,2024
Genetic variability of 23 autosomal STRs in Austroasiatic-speaking populations from Thailand,Prakhun N.,"Faculty of Science, Khon Kaen University (Thailand)",0,Springer Science and Business Media Deutschland GmbH,2024
Radiosynthesis and preclinical evaluation of a <sup>68</sup>Ga-labeled tetrahydroisoquinoline-based ligand for PET imaging of C-X-C chemokine receptor type 4 in an animal model of glioblastoma,Suwattananuruk P.,Chulalongkorn University (Thailand),0,Springer Science and Business Media Deutschland GmbH,2024
Enhancing anti-diabetic activity and reducing cytotoxicity of T. crispa extracts through sustainable approach of pressurized hot water extraction and micelle-mediated separation,Suktham K.,Chulalongkorn University (Thailand),0,Elsevier B.V.,2024
Novel PLEC variants associated with infantile cholestasis,Kor-anantakul P.,"King Chulalongkorn Memorial Hospital (Thailand); Faculty of Medicine, Chulalongkorn University (Thailand)",0,John Wiley and Sons Inc,2024
Comparative effectiveness analysis of survival with first-line palbociclib or ribociclib plus AI in HR + /HER2- advanced breast cancer (CEPRA study): preliminary analysis of real-world data from Thailand,Dajsakdipon T.,"Faculty of Medicine Ramathibodi Hospital, Mahidol University (Thailand)",0,BioMed Central Ltd,2024
"Correction: The antioxidant and antimicrobial activity of ethanolic extract in roots, stems, and leaves of three commercial Cymbopogon species (BMC Complementary Medicine and Therapies, (2024), 24, 1, (272), 10.1186/s12906-024-04573-4)",Wahyuni D.K.,Universitas Airlangga (Indonesia),0,BioMed Central Ltd,2024
The Antidepressant- and Anxiolytic-Like Effects of the Phosphodiesterase Type-5 Inhibitor Tadalafil are Associated with the Modulation of the Gut-Brain Axis During CNS Autoimmunity,Duarte-Silva E.,Universitätsklinikum Düsseldorf (Germany); Fundacao Oswaldo Cruz (Brazil); Northwestern University Feinberg School of Medicine (United States); Universidade de São Paulo (Brazil); Universal Scientific Education and Research Network (USERN) (Brazil); Aggeu Magalhães Institute (IAM) (Brazil),1,Springer,2024
Subtraction of single-photon emission computed tomography (SPECT) in radioembolization: a comparison of four methods,Kerckhaert C.E.M.,University Medical Center Utrecht (Netherlands),0,Springer Science and Business Media Deutschland GmbH,2024
Effectiveness of workplace cancer screening interventions: a systematic review,Mon H.M.,"College of Social Sciences (United Kingdom); Faculty of Medicine, Chulalongkorn University (Thailand)",0,BioMed Central Ltd,2024
Synthesis of amidoxime adsorbent prepared by radiation grafting on upcycled low-density polyethylene sheet for removal of heavy metals from wastewater,Ratnitsai V.,Rajamangala University of Technology Tawan-ok (Thailand),0,Nature Research,2024
Pozelimab for CHAPLE disease: results from in-trial interviews and clinical outcome assessments,Litcher-Kelly L.,Adelphi Group (United Kingdom),0,BioMed Central Ltd,2024
