,word,coefficient
2081,biocorrosion,101.2332489092174
6428,empowerment,101.23201688123773
19640,tak,101.23061210737558
2751,cambalopsidae,101.18964453055433
281,adenoviral,101.16681964638845
16677,readout,101.14115377150364
18442,smallholder,101.11246656206424
36,aboveground,101.11135461440983
16107,proportion,101.05247891357996
19000,stocking,101.0169882911801
2646,butter,101.0169882911801
9626,incorporate,100.97755643610121
12437,modality,100.93792053618951
9050,hrm,100.92587751613226
5390,diacrylate,100.90056686321748
3529,citrinopileatus,100.89189930121167
18536,solute,100.83354439165915
17599,salicylaldehyde,100.77719773420715
9115,hydrazine,100.77719773420715
20575,triphenylamine,100.77719773420715
16819,reductase,100.69174421557183
3692,coastline,100.69050253746222
11180,listed,100.64716497687523
15296,platooning,100.55501892117816
18335,sing,100.4406719682966
21628,woman,100.42546503222174
9507,impacted,100.38040569037966
3331,chicago,100.35351916034935
133,achalasia,100.35351916034935
3202,cg,100.33926265604786
17113,residential,100.33545459127424
4888,dance,100.24208638273006
1165,approximated,100.2234993336364
13577,northward,100.15775161331392
14290,paleomagnetic,100.15775161331392
5947,drifting,100.15775161331392
3038,cathaysialand,100.15775161331392
11213,livestock,100.12380954487112
18483,soccer,100.07312182823742
19969,thermochronology,100.06206675746745
2892,carboxymethyl,100.01403512228748
20897,unlabeled,99.98765479143108
9431,immediately,99.97129710563189
19359,superhydrides,99.96858472704751
19097,strong,99.94430817729544
16566,radon,99.89321623306418
12888,myelin,99.86309837404269
14941,phobia,99.86195211985962
32,abnormalities,99.84695777047122
2500,breeding,99.80637873360696
9254,hyperprolific,99.80457068646731
901,animals,99.74423480218157
21655,worries,99.69008727999666
7390,fibrous,99.6868665160956
3546,claim,99.67253917443192
130,acetylcholinesterase,99.66089955087278
14057,osseointegration,99.5994960596605
5493,diffuse,99.58501791750803
13074,nanotube,99.57611269292435
16489,quick,99.55294403702469
11460,madecassoside,99.52406538860257
6108,eca,99.52406538860257
18860,standardised,99.52406538860257
426,africa,99.49803845233784
18447,smartwatch,99.42609218768297
545,alcohols,99.41396251090428
323,administrated,99.35118499865985
12417,mlv,99.35118499865985
1845,battle,99.33153514236767
20709,twitter,99.32600784214098
19083,strike,99.28910076203549
15377,poises,99.28910076203549
4908,databases,99.25526008723806
1659,axisymmetric,99.23414304546912
5531,dilemma,99.14905748197083
19334,superabsorbent,99.14626807678074
17105,reservoirs,99.13874047132099
7337,ferric,99.13866452176309
11529,malachite,99.07187324901999
20231,total,99.05587351441508
7709,fortifying,99.01231432104557
2236,biscuits,99.01231432104557
8660,healing,98.97496522765971
10132,intranasal,98.88070386818453
5110,delaying,98.87186128011052
5031,deep,98.87104457141099
2167,biopolymer,98.84667044923684
19865,testes,98.80093084736491
4360,core,98.73935345233225
19882,tetrahydrocurcumin,98.71875329094796
4234,contextualized,98.6979723745351
3637,closely,98.69594945189053
6344,ellipsophyllum,98.5727391335902
3973,complication,98.51823485460709
9176,hydroquinone,98.50175698153413
9662,indicating,98.42280387314223
19435,suratthani,98.41994036231486
12311,miniature,98.33154376832692
18093,sessile,98.33154376832692
9567,impulsive,98.29455740214257
11360,luminescent,98.29419420416892
3107,ceftriaxone,98.26519199535294
131,acetylene,98.21058843739168
134,achievable,98.21058843739168
15579,porcelain,98.20904476331954
3207,chagas,98.17172895249
6648,epidermidis,98.13792768264666
8272,glycosylated,98.11133940635318
17265,reviewing,98.11133940635318
4093,confirm,98.07235314660394
8832,heterostructured,98.04260367910472
6282,electrolessly,98.01929033917106
17692,satisfactory,98.0184079065239
2902,carcinoma,97.97573325902817
16915,rehearsal,97.96197802227506
1164,approximate,97.89689240443299
14914,phenotypic,97.80564450766009
1100,aphrodisiac,97.77570875044016
18880,stars,97.75913093752418
19262,suffering,97.7219694942174
2776,canal,97.7069679509541
8586,handling,97.68460576751514
9861,inophyllum,97.67248307150125
16230,psidium,97.55168569228813
4982,dechlorophyllization,97.55168569228813
9772,informational,97.53026567648288
12716,mucus,97.52400030971987
16095,property,97.42604616773966
12109,microalgal,97.39990454147899
21387,volubilis,97.398720655803
4745,cyanidin,97.34089394470396
5211,depleted,97.3243363000871
6993,exoskeleton,97.2854165512865
21453,warping,97.23397894812254
17661,saphung,97.23203542412692
2882,carboniferous,97.23203542412692
1326,artocarpin,97.2239394670841
9944,integrins,97.2239394670841
16738,recognised,97.11909410965157
941,anomalus,97.11032707951237
18574,sophorolipid,97.11032707951237
16957,release,97.05783995216872
13977,organisms,96.9991380619082
16964,reliable,96.99422386234029
7650,football,96.97847863359522
6277,electroendosmosis,96.97759297621651
5554,diminishing,96.97759297621651
13335,neutrinos,96.97303034365598
11513,majorana,96.97303034365598
11349,lue,96.91130549876291
15320,pleurotus,96.8758235466468
19453,surplus,96.83324363601275
19654,talent,96.82402378980497
19505,sweet,96.817944718309
3794,collectors,96.77675947945038
8962,homestead,96.72685594630985
5073,deformable,96.71385297148562
256,addictive,96.66581840487113
21787,yunnan,96.55473114172057
3413,cholerae,96.53087109038799
17673,sarakham,96.50773096392619
3128,cenomanian,96.50773096392619
6892,evaporitic,96.50773096392619
11496,maha,96.50773096392619
8979,homopiperazine,96.4465272355364
12722,mueang,96.44255764734571
1876,beam,96.33661257798578
11631,manner,96.3350792852135
17350,richness,96.3350792852135
12968,nanocage,96.29701002260602
5994,dubia,96.27139691244938
12991,nanocubes,96.22440687468296
6651,epididymis,96.22264016416449
15737,prebiotic,96.20136211929487
21483,wave,96.19265699823609
12606,moral,96.15247054814904
10957,leonurus,96.14824846007222
18240,sibiricus,96.14824846007222
10956,leonurine,96.14824846007222
13217,nephritis,96.14358356003078
12340,miocene,96.09486139723766
15447,polydiacetylene,96.05368739558529
13250,neuraminidases,96.03006282776204
8247,glycan,96.03006282776204
13128,nauclea,96.02727264374082
11168,lipoxygenase,96.02727264374082
5315,details,96.00318417976004
3732,coenzyme,95.99306599444685
14360,parabolic,95.97012091028894
18254,sifs,95.96893085931863
1366,aspect,95.92432322533126
21598,wine,95.91823046281579
16275,pterygopalatine,95.90332234240351
14309,pan,95.89384113557574
15946,proactivity,95.8802365959964
594,alkylamides,95.81669042185092
9260,hypertension,95.81016698669056
18988,stink,95.76567627011353
10737,lactogenic,95.74969262748691
16772,recoverable,95.72017097928827
2898,carcinoembryonic,95.69700387241792
17707,saviano,95.66850209710559
9090,hv,95.66850209710559
16234,psoas,95.62141755534385
13993,organs,95.56242979687893
15104,phytoextraction,95.3976692695907
5962,drones,95.34774864845572
19457,surrounding,95.33386765244353
6475,endangered,95.31954975314514
11258,locking,95.29372859552367
13540,nonthermal,95.28061059127477
230,aculeolatus,95.23444972997812
11481,magnetization,95.23246841903045
2091,bioelectricity,95.21710451473336
800,analgesic,95.20143474306168
1687,bacillus,95.1848616365429
17758,scavengers,95.14950169229037
3149,centromere,95.07915322080464
1660,axisymmetrically,95.0692605521767
19007,stomatitis,95.0563775136009
13461,nomogram,95.05038152391344
12288,mimo,95.03100054829557
3406,cholangiohepatitis,95.0254825734425
9706,industrially,94.97772022919936
13373,nico,94.95016427702974
2057,bioaerosols,94.92900890009194
13789,ohm,94.92488063196998
16400,pyroplastic,94.89767388928237
3484,ciliogenesis,94.86546744188094
10596,kinesin,94.86546744188094
6636,ependymal,94.86546744188094
2676,cadaver,94.85325222212778
8073,genotoxic,94.79559055012342
9828,injectable,94.74699468336911
8885,hin,94.73176111717979
10824,lat,94.73176111717979
16476,quercitrin,94.71604660559264
11527,malabarica,94.71604660559264
12381,misunderstanding,94.70705424381445
3092,cdos,94.69795060089383
7818,fst,94.64980526825588
7142,eyedrops,94.6257406290582
5914,doxycycline,94.6257406290582
5267,descent,94.62349842502378
12581,monotone,94.62349842502378
7366,fiber,94.61450599089065
6365,embedded,94.61311986077351
17180,result,94.5923131768179
6957,executive,94.55800561768366
17485,rover,94.49877987479852
2549,broodstock,94.43001968549207
5543,dimensions,94.32800625490681
1683,babylonia,94.31200263277606
19516,switch,94.30466088487582
20478,treated,94.28513724195955
1671,azine,94.28449710780757
20205,topics,94.23396222276577
2300,bloch,94.14294934269701
6928,excavata,94.13064961018236
16380,pyrano,94.13064961018236
4449,coumarin,94.13064961018236
10113,intraday,94.10533995972658
4351,corbularia,94.09079059087689
2062,biobased,94.03271838552077
17248,reuteri,94.02431175747343
3093,cdr,93.92911763657143
12927,myxomatous,93.91233136190516
9699,inducida,93.78617685987508
3516,cisplatino,93.78617685987508
5301,desprendimiento,93.78617685987508
14721,pericitos,93.78617685987508
18654,speciosa,93.77733285674158
8692,helix,93.65336364204454
633,alloys,93.62454989990711
17411,robotic,93.60034887274595
20433,transportation,93.59135993265434
8720,hemifacial,93.56637447776785
2033,bim,93.5638952760989
5633,discoid,93.55194317478833
6783,essential,93.50883832462193
12973,nanocarrier,93.47067094359825
6247,electricity,93.33518706055064
10912,led,93.31373618574744
5070,deflection,93.28466822661112
13871,oophorectomy,93.28040669421333
20421,transperitoneal,93.19878706499674
345,adrenalectomy,93.19878706499674
6780,essay,93.18246330930666
9639,incubator,93.10566509726372
6568,ensemble,93.07698527990841
17911,seed,93.07392847157254
20187,tonal,93.07042684498806
11243,localization,93.06527943587767
2642,butaphosphan,92.98280413244251
4750,cyanocobalamin,92.98280413244251
9890,insidiosum,92.97334165123355
160,acids,92.93290596955988
16939,relapsed,92.92291340484994
9449,immunized,92.85036573539882
18710,spillage,92.84909440538082
13647,nurdles,92.84909440538082
19411,supports,92.81019237812241
16286,puducherry,92.8060837823095
18100,setting,92.76663189573912
21164,velocity,92.6884470371094
12617,morphine,92.6271874217149
2131,bioink,92.61927172441939
6144,ectomycorrhizas,92.60715775600183
5595,dipterocarp,92.60715775600183
17953,semg,92.5111762061545
17880,secreted,92.49456603099398
11975,metabolomic,92.49335083982481
21625,wolbachia,92.42592851796688
17737,scales,92.41281858246222
15275,plasmon,92.37724375717094
14053,osmosis,92.35728090189127
8716,heme,92.33778958084663
17780,schizonticides,92.33778958084663
1844,batteryless,92.26337471985717
21487,waveguides,92.26337471985717
15387,polarities,92.26337471985717
14225,ozonolysis,92.22564884119865
15082,physician,92.20345934678492
19194,subretinal,92.1768100474288
18066,serous,92.1768100474288
21658,worsening,92.1768100474288
3434,chorioretinopathy,92.1768100474288
5874,dopants,92.16691041221743
17391,ritonavir,92.14748935498301
11224,lo,92.12677540622116
13786,ofhcnzoic,92.12677540622116
5007,decompensation,92.10704650610917
9881,insemination,92.09151821868389
13986,organoid,92.03119829426205
1760,bandon,92.02437581788739
17402,roadmap,91.98587799333754
8495,gypa,91.96479434237823
2477,brca,91.96265274945281
6126,ecological,91.93903418398885
2058,bioassembly,91.89341535221516
2445,braconid,91.71645288005244
2363,books,91.70881935385628
13638,nudibranch,91.67001943934966
17545,sabas,91.66814811756032
16970,reliever,91.66814811756032
18032,septostomy,91.63436535159244
21212,verses,91.58063912114935
15437,polycentric,91.53499537318363
7515,flavum,91.52903924640066
13122,native,91.51356912407356
19897,tev,91.50535985612582
14470,partite,91.48195363074181
5464,diene,91.38037410739257
11584,mammography,91.34234237266625
5639,discordance,91.34234237266625
16291,pulchellum,91.33231481836332
10539,ketamine,91.29804518400186
20415,transmural,91.26890462905143
21665,wox,91.20894199981733
20460,traps,91.17744442323632
1343,ascorbic,91.10782888690066
21671,wrinkle,91.09475949361149
2102,bioethanol,91.07692348645709
19004,stoichiometry,91.00905435727326
2799,caninetransmissible,90.9079179652275
14345,paperboard,90.90746010477173
4411,corrugated,90.90746010477173
21420,vulnerable,90.86650997258528
7961,garden,90.77592750560137
18150,shareholder,90.76284911706976
3582,cleanup,90.74302156952832
16027,programmable,90.74302156952832
12277,millifluidic,90.74302156952832
7924,gallbladder,90.72592309771446
11262,locus,90.72000216182417
17362,rift,90.71772117755638
5034,deepwater,90.71772117755638
7503,flavobacterium,90.71171529349915
617,allobacillus,90.69277470285566
1987,bevacizumab,90.65857264759416
13376,nicotine,90.6131610289803
4772,cycloaddition,90.60450591963142
507,airborne,90.5749737971371
4793,cycloplegia,90.56824892418608
1620,autorefraction,90.56824892418608
12914,myopic,90.56824892418608
1682,babylon,90.55784447168216
19581,synovitis,90.40243665169378
20227,torsional,90.38580647365801
15204,pipes,90.2552788829613
19289,sulfasalazine,90.18918892809451
4193,constructionist,90.04782783961132
10458,jwst,90.03827347989285
2165,bioplastics,90.02082897303626
3407,cholangiopancreatography,89.9976580389932
17046,replantation,89.9887635296283
5019,decoy,89.9887635296283
17842,sd,89.98851657514832
7360,fetus,89.98851657514832
12637,mother,89.98851657514832
20259,toxoplasma,89.98686517834513
8307,gondii,89.98686517834513
1510,attentional,89.9528326743557
5044,defects,89.94831217206357
8653,head,89.92947689652739
20879,union,89.89324438643624
7541,flooded,89.88642318554935
21184,ventilated,89.86034423489814
5351,develop,89.84880448268599
10593,kinematic,89.81371288237554
11749,matric,89.78029052812246
2188,biosafety,89.77392638877005
6249,electrification,89.7114345321967
10896,learned,89.59368966473255
15819,premenopausal,89.56731196296053
15633,postdischarge,89.54121766200586
15247,planned,89.52666765314379
19229,substructures,89.52263580356878
21709,xenon,89.51594916218293
14105,outlet,89.51383006288768
4508,cracked,89.5022707145519
17017,renovation,89.49465881130635
13781,offloading,89.45756974246845
17344,ribosomal,89.44541637126919
8051,generations,89.40585821011764
21479,waterpipe,89.3874838876478
541,albunet,89.35974468645468
873,angiodysplasia,89.35974468645468
19191,subnational,89.31879991360707
12479,module,89.24735699905278
3727,coefficient,89.14970465029897
5338,determined,89.13119329385094
14882,pharmacoresistant,89.11399863389535
18481,soas,89.1004183286041
17002,removal,89.0816708175588
19136,suaveolens,89.05789625939627
9320,hyptis,89.05789625939627
291,adhesion,89.04815925991039
10485,kano,89.02370445371945
18929,stem,88.98136149136333
20777,umami,88.77676858767566
5414,diamine,88.77576627653649
672,alu,88.62861295852373
8520,haemolymph,88.62158318703028
19317,sumatrana,88.44119972915985
16273,pterygium,88.36058373234158
300,adipogenic,88.35365018013431
9731,inference,88.34833696543524
15036,photovoice,88.32734599145112
2051,bioacoustics,88.3091063305162
11104,limnonectes,88.3091063305162
7664,forecast,88.30113611507716
1399,assessing,88.25679264457364
10479,kampo,88.22294434254687
16718,receiver,88.17429531980282
7536,flocculant,88.15600382406761
10060,interpretations,88.12473965131582
4842,cytology,88.0196968825031
8535,hainanensis,88.01657930727409
5782,diterpene,88.01657930727409
9179,hydrotalcite,88.00733414167794
16392,pyridylnidulin,87.97924148794976
2219,biphasic,87.97177237732245
8763,hepaticogastrostomy,87.95837114173008
17,abelian,87.9389248712338
10232,iot,87.82892586743183
5876,doping,87.81423099492442
4128,conjugates,87.78933884846924
16409,pyruvate,87.77412723746785
5616,disappearing,87.74877629778099
16442,qualitatively,87.69614439165254
16992,remitters,87.69614439165254
805,analogy,87.69614439165254
6644,epidemiologic,87.67407781210815
10812,largest,87.67402257327461
12459,modifiable,87.5902924248917
2036,bimstec,87.58066248551037
14465,particle,87.54784402758996
14944,phone,87.53853790683345
7491,flaps,87.52739543539533
13168,needling,87.49792084942742
1469,atomically,87.45333974924726
6368,embedding,87.43837802904636
2426,boy,87.42554544517822
12040,methanolic,87.37358946400089
17236,retrograde,87.35051744329701
1013,antiderivatives,87.33185693548054
10233,ipack,87.29183091396581
6671,episodic,87.28500629712754
14516,pathogens,87.18478096440708
4095,confirmatory,87.1806631831713
3633,cloning,87.17776923674006
9996,interfaced,87.13540706351047
12868,mxene,87.10286461058145
11547,male,87.04742813711186
94,acclimation,87.01411430141644
21844,zoogeographic,86.97406059440624
9311,hypothesized,86.97406059440624
16099,prophylaxis,86.93871212023076
9712,inequality,86.91253032048493
4037,conceptualizing,86.89621630986936
13433,nitrous,86.89253786949048
15276,plasmonic,86.88575963529286
21310,viromes,86.86426299994197
2690,caisson,86.85008894751948
11923,menstrual,86.81608914846298
13601,novelties,86.77948557834365
7877,fuscosporellaceae,86.77948557834365
14375,parafuscosporella,86.77948557834365
315,adjustment,86.76685281390327
7115,extragonadal,86.76659844046091
10610,kitten,86.76659844046091
10120,intragastric,86.75770699637532
997,antibody,86.7425130752885
9883,inserted,86.68060267495184
292,adhesive,86.5953615306864
21292,violent,86.56920694462517
437,aged,86.53403299468032
5684,disinsertion,86.49121945134038
7121,extraocular,86.49121945134038
6321,elephantopus,86.4053662037482
17723,scaber,86.4053662037482
6642,epidemic,86.3886295799801
18530,solifontis,86.3407718734718
3603,climates,86.22978153350577
8880,hilbert,86.21219726516952
17226,retractions,86.21219726516952
5402,diagram,86.20044693911154
5113,delegitimize,86.14833217477576
1933,bengal,86.14092731297626
10158,intrinsically,86.06829945483618
5870,door,86.03828437886366
13880,opens,86.03828437886366
2085,biodegradation,86.03676868544608
6484,endocardial,86.01174554960643
15378,poison,85.96597750167936
17622,salts,85.86703887005605
2739,caloinophyllin,85.86326990014015
4729,customer,85.80201237635967
7861,fungisome,85.74358041558901
13688,obliquus,85.74358041558901
5323,detector,85.69845960724562
1117,apoidea,85.66329729842992
20279,trachusa,85.66329729842992
5049,defenses,85.65687716833588
12651,motor,85.65477749249787
2990,casr,85.64621258103733
7238,farmer,85.63825215534413
8605,hard,85.6303755513168
7974,gasoline,85.61890334082736
2638,business,85.58700056058893
150,acidic,85.5692975022906
12829,musa,85.48470446662894
3181,certain,85.48318124885581
7892,ga,85.45959991240514
5963,drop,85.40504628095852
19550,synaptic,85.4028158413926
9904,instance,85.32545725595908
783,amyloidogenic,85.17771290734817
20511,triazole,85.17771290734817
14552,payment,85.12480285129607
7124,extrapulmonary,85.11824631047489
14262,painful,85.10720479618784
8037,genera,85.0586082107059
15611,pose,85.01824294899582
14289,paleogeographic,85.00989582435714
6940,exchangeable,84.99625892619362
14347,paphiopedilum,84.96637710056861
9627,incorporated,84.95755445492038
13479,noncompliance,84.92409505359049
18806,squatting,84.92409505359049
15,abduction,84.92409505359049
14481,parva,84.88682278411876
18528,solidified,84.81507391408383
5308,destructive,84.81507391408383
13483,nondestructive,84.81507391408383
1597,autoimmune,84.7934614027772
11078,lignocellulolytic,84.76918158315439
4292,convenient,84.74657170903772
6913,exacerbated,84.69275202563698
9221,hypercholesterolemia,84.69275202563698
15479,polyhydroxybutyrate,84.69011387904271
20348,transduction,84.66872750592523
12855,mutated,84.66872750592523
2470,bratwurst,84.666845527022
11950,mesophotic,84.6362012936639
18866,stands,84.61860285283171
17997,sensitizing,84.61604121807956
13937,optode,84.58231873683481
5212,depletion,84.52618099022868
18000,sensorially,84.51561953353473
6562,enplus,84.4826836483119
6836,ethnomedicinal,84.44639598966171
17635,samples,84.37587769315945
12414,miyokard,84.37067320682395
18351,sintigrafisinin,84.37067320682395
21145,ve,84.37067320682395
10140,intrapopulation,84.32580167776587
8428,grippers,84.32106353549801
15180,pincer,84.32106353549801
9529,impersonation,84.3074062112858
4761,cyclegan,84.3074062112858
16994,remobilization,84.30455192442922
17190,resuspension,84.30455192442922
10616,klity,84.30455192442922
9315,hypoxaemia,84.29712590892275
5626,dischidia,84.27272888278846
3224,chamberlainia,84.26182419897171
1200,aramid,84.26171724468433
13910,oppenheim,84.22275448480988
2904,carcinomas,84.20778885815028
4618,crypto,84.16792833952564
16845,reflection,84.08495170722625
4973,decay,84.04990768854277
13847,ondansetron,84.00924907410005
13797,olanzapine,84.00924907410005
21396,vomiting,84.00924907410005
6396,emetogenic,84.00924907410005
10231,iontophoretically,83.98334642372447
18515,soilless,83.92107773451986
15094,phytase,83.91117424508383
16293,pulling,83.85129244266405
9029,hourly,83.84059021056983
17071,reproduction,83.84035087928918
4085,confidentiality,83.82235314106423
6722,erbium,83.80382561647527
21241,vhdl,83.78424189706327
11736,matching,83.78253015201722
14870,pharmacogenes,83.74823684762852
6478,endemism,83.74526124546827
18422,slip,83.74060546794985
7050,explore,83.7369204396312
14320,pandemia,83.71321112408657
15617,positive,83.68500310785694
785,amyloliquefaciens,83.68236774497353
388,aerated,83.63401011206423
15681,potentiodynamic,83.63401011206423
10723,lactated,83.60603146845001
11225,load,83.589008227056
5662,discursive,83.56122828806923
11905,membranes,83.52697906681449
17705,savanna,83.51199457664373
12398,mitogenomes,83.47694291017027
2505,brevirostris,83.47694291017027
7871,furnace,83.4225620031653
17548,saccharification,83.34300062049999
8047,generates,83.29261886808659
14773,permissiveness,83.24903141651434
9672,indirect,83.23980153251534
248,adaption,83.23660033409898
4368,corncob,83.2196248283762
3575,clays,83.20562061549403
12706,mucociliary,83.14329678623994
2800,canis,83.13454630374417
8563,halorhodopsin,83.13323006656937
1711,bacteriorhodopsin,83.13323006656937
15008,photoisomerization,83.13323006656937
4162,considered,83.06139235783307
20251,tox,83.06139235783307
3726,codon,82.98506298002495
4760,cycle,82.98087807562239
11133,linn,82.96593748164355
20993,uroflowmetry,82.93302029024318
19604,systemically,82.822404059029
20414,transmorphic,82.822404059029
20232,touch,82.8109524583266
4655,cue,82.8109524583266
21560,wheeling,82.80582968001974
11169,lipschitz,82.78045777391519
8433,grossesse,82.7719540842177
14378,paragangliome,82.7719540842177
11558,malin,82.7719540842177
21614,wistar,82.70808166826946
7274,fcgriib,82.69162977517878
2667,cabinet,82.68958724650356
4253,contraceptive,82.66483623740005
9042,hpdl,82.5448065038617
15823,premutation,82.48272537910248
9356,identified,82.46441998241694
8270,glycosmis,82.3900094279964
21033,utr,82.3818726579858
8538,hairpin,82.3818726579858
1024,antifungal,82.3112532519032
7537,flocculation,82.28386084577657
12136,microcapsules,82.2721282941175
20985,urethral,82.24373465306209
4869,dairy,82.22250775207803
10876,le,82.11774173981495
790,anacardium,82.09215771038126
13712,occidentale,82.09215771038126
3019,catalyzing,82.05921160152116
19957,therapeutic,82.05918222199324
16130,prostacyclin,81.90487799287517
4401,correlative,81.87676438847981
1713,bacteriostatic,81.87676438847981
2007,bicistronic,81.87676438847981
11301,lorawan,81.8398995065497
12748,multidrug,81.8034501885369
2079,biocontrol,81.76205385999747
7705,forskolin,81.72265423607355
21735,xylochaetum,81.70109304866118
7775,frequently,81.70109304866118
3343,chile,81.70109304866118
16831,referral,81.68829362041355
6444,enabling,81.68636663704164
20315,trajectories,81.64375539094411
17353,ride,81.64181583768816
2595,buildings,81.5993430386338
15024,photoreduction,81.58789959611289
9068,humane,81.58249312158021
15188,pinning,81.55398615248234
17406,roadside,81.5535735685409
21090,vanet,81.5535735685409
7252,fast,81.54595171922517
2430,brace,81.54362941166728
9656,indian,81.53528052880965
9859,inodorum,81.4806961815058
4997,decne,81.4806961815058
12239,midazolam,81.46658360777391
18862,standardize,81.46658360777391
6264,electrocoagulation,81.46329138901766
11831,mediating,81.45427571883724
1175,aptamers,81.41569722126374
19164,subgenomic,81.41569722126374
12732,multicenter,81.41421132169482
19170,subgroups,81.39213927287494
5240,derangements,81.39153377767776
12378,misspelling,81.32514820937548
7154,fabrication,81.29893711571607
9383,iii,81.29642398770208
16024,prognostic,81.29275662441626
21763,yhv,81.2511285518869
18283,silencing,81.2511285518869
17866,seasonality,81.2100951788223
19189,submonoceras,81.16837269398654
6225,elaeocarpus,81.16837269398654
995,antibiotics,81.0204798495919
17243,returns,81.01109999995944
4841,cytological,80.96915154072377
12807,multisystem,80.94161723195349
10850,laurent,80.87020621667848
18094,sessions,80.84445718111232
16420,qigong,80.82544733170336
5664,discussing,80.72925234415986
4373,corner,80.70381176109757
8846,hexagonal,80.66330597591015
19198,subsequences,80.63771728684006
10058,interpretable,80.63771728684006
10668,krill,80.6339684413307
11260,locomotive,80.6339684413307
2067,biocarbons,80.61398102992436
10435,jugular,80.61205102592207
4075,condyle,80.61205102592207
9286,hypoglossal,80.61205102592207
4520,craniovertebral,80.61205102592207
1938,benth,80.52562396752778
2905,card,80.52353126372044
12300,mineral,80.50874791427928
19515,swing,80.49772371102907
10600,king,80.45265432202848
20087,tibia,80.40679765418562
14085,osteotomy,80.40679765418562
165,acl,80.40679765418562
8306,gonads,80.39408727797417
15150,piezoelectric,80.38285665458787
18309,similarity,80.30911222608293
1831,bass,80.26655522834578
5057,defibrillation,80.26436668082209
16705,reba,80.24306632831302
9846,inner,80.22168531562652
11179,list,80.1599517010592
14282,palate,80.12752099817054
2297,blis,80.11966460464254
7197,fah,80.11966460464254
19113,stuartii,80.11026489865891
4749,cyanobacterium,80.08836549668455
5021,decreased,80.05476961128295
5733,dissecting,80.0067816477728
14220,oxytocin,79.98842185404025
13057,nanosheet,79.97709532751288
7431,finance,79.96975694571245
2801,cannabidiol,79.9399949281473
11695,marriage,79.93524290636289
14216,oxyresveratrol,79.88253948581344
14064,osteoarthritis,79.87922083103722
6200,egg,79.77352457736524
10889,leaflets,79.74381105663979
12348,mirror,79.72375083332605
7684,formalin,79.72375083332605
18193,shoots,79.72375083332605
1340,asclepios,79.7188785391994
21239,vgg,79.71226128496748
5028,dedifferentiated,79.6395907515386
10833,laterally,79.63675393327829
14131,overburden,79.63675393327829
9037,houseplants,79.50958708184653
8598,haplotype,79.47244577850266
13169,needs,79.37227291863083
17410,robot,79.26670672256225
2630,burnout,79.25784029537331
18543,solvation,79.22569535322013
19659,tallinn,79.22105334375769
11640,manuals,79.22105334375769
13109,nasolabial,79.21766501101592
21366,vocationaeducation,79.17217597428058
3469,chumphonensis,79.17022287540225
15145,piericidin,79.17022287540225
208,activate,79.1547289983692
16104,propo,79.1547289983692
12132,microbubble,79.08055326227363
10652,kosakonia,79.01741784308898
4352,corchorusii,79.01741784308898
16535,radicincitans,79.01741784308898
12532,monks,78.96515772145916
16971,relieves,78.94367233557504
13773,office,78.9281887311405
13472,nonbioluminescent,78.91953841288252
5781,ditellurides,78.88919893877251
21824,zimbardo,78.83183972392537
10242,ir,78.8289533756653
13618,nta,78.79131922820635
7804,frp,78.71650472610045
4354,cordierite,78.71488658964013
841,andalusite,78.71488658964013
9522,impedimetric,78.71039385029451
9144,hydrogels,78.6598981576317
8342,grafted,78.63393117474486
20302,traffic,78.58064841754923
16193,provincial,78.56651382726552
12625,morphology,78.54822040703561
2948,carnivore,78.49022807621826
10448,junior,78.46868081594417
18390,sketchbook,78.42015620922125
17672,saraca,78.41937586793392
1361,asoca,78.41937586793392
1903,behaviour,78.40782500651191
20350,transects,78.35743931435209
10840,latitudinal,78.35743931435209
20621,trunks,78.28411536602287
7175,facility,78.26049083962344
3924,comparisons,78.21633927714512
18367,sites,78.2086848320566
3772,coliform,78.19397677306644
17294,rha,78.18202673253316
2532,broccoli,78.17488591814386
13454,nodule,78.12768307016758
12194,micropolydesmoid,78.08135343400605
6873,eutrichodesmus,78.08135343400605
4397,correlates,78.02783337128585
3410,cholecystectomy,78.00101397446207
4535,creation,77.96616212056172
7195,faeces,77.91713230691454
16550,radiologist,77.91685911575114
213,activator,77.91297034069535
9795,inhalation,77.9036997390458
11223,lng,77.88347426415375
21049,vaccine,77.8797997843006
6086,earth,77.87144057896325
20284,trackable,77.85826976235326
3695,coatings,77.72040792681452
15848,prescribed,77.7189228175588
19347,superconformal,77.70986198197666
16715,receipt,77.6956120057031
12494,moisturizer,77.67513332376136
9243,hypermethylation,77.65672848737937
21815,zeta,77.61392694829821
16514,quotients,77.59175716176729
16762,reconstructing,77.58232647219741
8854,hfrp,77.57385915176934
18791,spun,77.57009913706119
4114,congenita,77.53946404277333
17610,saline,77.52582962412671
7633,folic,77.5025027347105
2669,cable,77.43463138060524
18371,sitting,77.43449660753045
14910,phenomenology,77.42874035972291
12508,molluscs,77.39881471800686
21301,virgineum,77.25762817607128
18899,station,77.24514561102005
14033,orthopedic,77.19800628348247
3072,caves,77.17010473506147
4280,controlled,77.09692186461633
727,amine,77.06236361101304
19179,sublingual,77.04816973975895
1339,ascites,77.04294573965929
1146,applied,77.03186873625944
11697,married,76.97676104307632
9960,intensively,76.95353983674006
7380,fibroblasts,76.94892380937438
6615,entrepreneurship,76.92556255942894
15177,pimed,76.92292114384428
16186,providencia,76.92141728261485
