,word,coefficient
13823,olivacea,50363977095.53691
15108,phytopathogens,50326204744.91876
18436,slugs,50257506597.11752
8783,heptagonal,50230904952.180695
18680,spermatogenesis,50230495707.75081
13079,nanowhiskers,50229029504.32387
12070,metoprolol,50196465167.34091
3505,circumcaval,50161946209.19479
18316,simplifying,50149062762.41371
20916,unresectable,50148186437.14282
1825,basins,50085064684.219925
14063,osteoarthritic,50056505128.81769
8522,haemolytic,49992510564.53105
20233,touchdown,49896986661.61017
14171,ovipositor,49889477840.20744
21202,vermicompost,49820807268.91345
10974,lessening,49792530115.87035
17490,royal,49770822399.78275
18549,solver,49769338427.74219
12134,microcantilevers,49732090937.523705
20473,trayecto,49724905189.81922
15634,postembolisation,49709304349.74374
4893,danofloxacin,49670458033.01831
20100,tight,49621048696.57721
17919,seepage,49598434500.38782
17504,ruber,49586529979.43352
18670,speculation,49575596808.84827
697,ambiguous,49561251027.15208
13146,near,49554585472.14958
15600,portfolios,49551569592.633064
7123,extraprostatic,49551569385.90724
10954,lentinus,49545092090.71036
8827,heterometallic,49526098005.67455
5092,degreasing,49469008706.92293
6229,elastica,49450724840.41646
3278,cheap,49423072879.26394
18461,smrzavanja,49411175263.23766
21350,vitrified,49328427139.60939
1357,asiaticum,49255217434.090385
14297,palmitate,49219125012.63006
12516,mon,49167051601.191124
9947,integument,49164496172.49282
10337,israel,49155347106.03565
8668,heartcut,49150434391.358246
19485,suture,49085023001.341354
10568,khmerquantula,49076773951.81241
15437,polycentric,49073282637.4311
1779,bann,49014564192.52554
15996,produits,48989668580.41127
4031,conception,48977825844.09246
18778,sprays,48941548234.45736
8084,geochemistry,48938511121.33003
595,alkylsulfones,48867541210.90969
19133,styrene,48817374599.46742
865,anestrus,48815716736.64981
9617,incoming,48800235192.16699
4107,conformers,48758219658.788315
9424,imines,48744418957.06009
1664,azadirachta,48722910670.00379
4427,cosmic,48717648295.54906
12816,mun,48698214247.08113
8040,generalised,48662715774.578415
6670,episodes,48641515539.54228
21800,zeamais,48614414858.19684
21790,za,48600280326.660904
21677,writings,48506940693.78655
2357,bones,48505337924.62573
3883,commodities,48502323917.625114
1008,anticonvulsive,48465269177.65156
13057,nanosheet,48454203116.27988
15594,porpoise,48446016468.24217
300,adipogenic,48425970851.200294
11244,localize,48414061156.56074
12476,modulator,48411817061.96038
8731,hemocyte,48404602156.45239
2251,biting,48376656972.08875
8427,gripper,48312547077.88901
6902,evidencia,48186929763.061134
6030,durvillei,48160776149.69578
8197,glissonean,48006486342.8857
19712,tau,48006085096.674774
20559,trilobatum,47982264491.62431
10275,islamic,47969679513.20426
4885,damselae,47947542039.40868
8397,gravitational,47945477471.36127
20891,universals,47865509922.409325
7799,frontoparietal,47854806863.217316
13183,nemoralis,47794023825.03828
21671,wrinkle,47788781759.25999
19047,strawberries,47753451703.169174
8871,highlight,47734943482.95856
17842,sd,47674600553.8544
10972,lesional,47633794189.66855
13197,neolissochilus,47533229917.838646
21582,wihan,47426747700.21985
19457,surrounding,47354623741.85782
21188,ventral,47332089598.35283
15165,piled,47317926525.531784
15361,pneumothorax,47316255317.4084
20635,tsavoenones,47289471532.15551
20742,uht,47277133130.23508
15639,postfeminist,47276252645.78071
9734,inferioris,47274255469.978676
6180,effector,47206449337.331024
19784,television,47101624326.102356
2568,btex,47044090783.80611
17862,seas,47044090487.71655
12212,microsolvation,47044090458.377396
4711,curry,47029147377.93359
11406,lysine,47025606761.491104
11169,lipschitz,47023631031.17266
7128,extremality,47003685588.52364
21768,yoga,46964748733.322845
14771,permian,46935983917.04557
3003,cat,46921427964.34363
2175,bioproduction,46914304516.17157
19202,subsidence,46862919889.36104
11865,meibomian,46855754185.09645
16325,punctriforme,46847791048.03707
6182,effervescent,46846637969.79626
21843,zooepidemicus,46823109717.755264
3546,claim,46816702135.501236
21225,verticillata,46782247780.0251
13712,occidentale,46760211368.70593
5868,donovani,46733092819.68544
8802,hermetically,46725353630.938446
6906,evolutionarily,46714596347.962395
13046,nanoprisms,46702933970.84218
20809,undenatured,46655619350.00515
19558,synchrophasor,46621088367.80415
16852,reflexes,46606550403.42902
19704,tariffs,46605029330.65735
18530,solifontis,46604018689.08106
17210,retentive,46577673587.058395
18058,seropositive,46555485689.04693
3547,claims,46537071722.93817
10530,keratoplasty,46480251410.45589
2916,cardiomyocytes,46453287171.29251
14805,personnel,46451106015.516205
10010,intergranular,46433496605.98894
15660,poststructuralist,46330419672.63358
14986,photocatalysis,46302457033.88954
6248,electride,46291512196.91974
1656,axillary,46277977387.41316
9363,ideology,46195536170.664604
6396,emetogenic,46179427141.59219
20393,translating,46158243503.15252
11195,litigation,46122495242.73666
16595,ranarum,46098868650.95128
8965,homo,46071344966.79086
21321,viscoelastic,45971988033.70816
13477,noncombatant,45955059321.08232
15610,portunus,45926918919.70502
12152,microemulsions,45910305287.61457
4669,cultivar,45883477841.6415
14378,paragangliome,45858498980.20982
21591,wilms,45848070361.30911
3879,commitee,45742416918.95177
20817,underlies,45735625353.713936
7335,fermion,45691506598.90266
17710,savlon,45687412189.762566
10206,invisible,45583353798.21802
13164,needed,45560381766.32374
4147,conscripts,45537490573.3696
7739,fractured,45524360345.362274
14083,osteoradionecrosis,45512525186.69711
20180,toltrazuril,45495432999.072784
9304,hypoproliferative,45495432919.84346
4489,covered,45431728226.976814
18877,starches,45430446911.26807
21185,ventilation,45419858462.834335
15752,preclinical,45372444390.36886
12634,mosquito,45372444327.08804
3635,close,45354325534.05083
10567,khmer,45353198877.242004
13078,nanovaccines,45352853633.04111
5142,demister,45347768339.49936
13743,october,45345627657.70963
5147,demodicosis,45280181424.85401
11110,lindleyi,45259260133.2137
17507,rubrics,45257159140.40087
3009,catalogue,45248567889.74625
6421,emplacement,45191985306.288414
14549,pavona,45155385558.012596
14270,pairing,45153455486.02452
8171,gist,45104469824.94965
15164,pileated,45097016201.34695
11662,marcescens,45082025825.01152
14126,ovata,45079392192.61995
13407,nipple,45043894418.862305
13507,nonlethal,44997332489.35997
19296,sulfobutyl,44989158702.874435
21273,vihear,44916328940.083954
15186,pink,44902099259.387726
10985,leucas,44901319010.488464
9113,hydraulically,44873387387.023605
17130,resolutions,44812132541.67984
4156,conservative,44750523260.66878
13237,nesting,44638119641.20136
16730,recipient,44617470440.18361
11426,mackerel,44611161654.25497
5425,diaporthe,44559336620.36563
8030,gem,44557999657.52471
4983,decide,44553905555.21305
3168,cerebellar,44530460148.405106
16047,projektu,44523973410.86122
20124,tinctorius,44505252539.03336
4736,cutinase,44462771008.602234
21093,vanillic,44460083322.958755
19399,supplementing,44407159522.59104
14131,overburden,44385316905.0582
15133,picrorhiza,44349415404.62744
9050,hrm,44292807378.86147
7601,fluoxetine,44282251127.11453
20677,turbine,44268111647.970825
20036,thought,44227919017.19972
19075,stretching,44208023859.83979
11890,melittin,44142040351.10955
18988,stink,44142040179.37411
20465,traumatology,44142039406.27011
21217,versutus,44138885829.384125
12592,month,44069076646.8572
8700,helping,44060606024.495384
4697,curatorial,44038723798.04219
12500,mold,43981824579.0923
7039,explains,43969702260.07151
21284,vinh,43969375577.61623
559,alexandrium,43947791927.656906
19203,subsidiary,43943345480.35158
11952,mesopores,43926242629.5384
10570,khok,43913879868.616875
4046,concomitantly,43913472168.57072
2049,bioaccessible,43884803738.928604
18054,serogroup,43875574719.57552
8095,geological,43869824586.771385
19937,thani,43851520693.15207
2215,biovalorization,43833575393.90709
4506,crab,43822448231.19741
7501,flavin,43805896840.3008
17035,repeats,43805896095.90943
10138,intraosseous,43700865942.55246
8902,hispidulin,43691570999.72898
1195,arabica,43689230661.42227
16702,reasons,43675857193.28051
5307,destruction,43673975580.13777
17093,rescues,43658791808.37169
15457,polyether,43540893633.93052
14896,phellinus,43506441570.06062
17195,retailers,43499188328.9171
20724,typographical,43496049844.759476
16954,relativistic,43457267269.021126
13439,noatunensis,43448184804.10578
13666,nw,43430273335.48717
3784,collamer,43305117806.790535
15471,polygyny,43302297164.99745
1745,balls,43287389757.34699
7356,fertilizing,43254243305.642746
20536,tridentate,43184260676.253
14862,phao,43170382615.685715
19393,supine,43141892641.03658
2505,brevirostris,43121445992.01318
18495,sociohistorical,43102061668.40269
9968,interacting,43099451012.14826
12451,moderation,43068734919.20346
1377,aspidimorpha,43029955798.84823
2548,brooding,43013790247.08766
19860,terrorist,42983935848.44217
15154,piggybac,42981718715.11526
12783,multiphenotypic,42980463243.38031
10768,laminoforaminotomy,42980463141.554054
13776,offices,42951619381.168175
21692,xanthenes,42950633482.853226
21767,yoelii,42945157105.1627
15795,prefrontal,42905894550.949326
17956,semidefinite,42857941482.68513
14226,pa,42856976638.16844
16741,recognized,42815102464.926796
10938,leishmaniinae,42760875406.8504
16366,pvd,42699577370.51361
3463,chrysopogon,42675238218.30653
4730,customers,42654828597.00374
3299,chemiluminescence,42645834402.039696
15399,poliovirus,42583935714.39338
3017,catalyze,42540587180.92133
361,adulteration,42537371894.81406
12251,migraineur,42537371415.29381
3406,cholangiohepatitis,42519563740.661545
10680,kupnje,42517541582.893936
18725,spinoza,42498276238.04674
20546,trigger,42480402148.07872
20511,triazole,42433562106.53635
1666,azelaic,42431555925.02298
5211,depleted,42376493607.51583
5343,deterritorialization,42326087930.63601
6777,esophagogastric,42294014177.95423
10156,intricate,42294013957.64349
19408,supporters,42254919886.27435
2153,biometry,42243474443.176155
11286,longissimus,42220935786.11792
3851,combining,42216871986.56818
14327,pangasianodon,42170085868.38147
8166,girder,42134800816.15071
21555,whales,42132794078.72153
19834,teratogenicity,42115041573.34668
18089,sesamolin,42115041490.307816
11441,macrolide,42097868201.92549
14773,permissiveness,42075835523.55706
19099,strongyloides,42026427994.66778
15680,potentiates,42013440297.389305
15371,poecilia,42006458355.91557
10758,lam,41935591907.99424
21003,usable,41926937032.72999
9787,ingredient,41923962498.860954
5401,diagnostique,41877080288.084076
12094,miani,41812005516.94523
21829,zingiberaceae,41802632914.0327
10325,isothiocyanates,41794477924.46131
13539,nonthaburi,41766532775.40476
7571,fluidization,41735053622.42014
14077,osteonecrosis,41731126040.08998
10108,intracerebral,41705324165.93066
2525,brittle,41671811601.8204
13115,nata,41669256735.86654
7481,fix,41667687729.66211
12797,multiquark,41598747339.06848
461,aggression,41592775521.310135
10604,kiselev,41581325827.5829
16262,ptaa,41581325544.607185
20436,transporting,41581325524.04973
9713,inerme,41578747841.20925
7677,forestsproduction,41572810020.69651
21584,wil,41571829130.427765
4326,coordination,41520581994.49823
21168,vena,41456472517.32741
251,add,41441165727.86929
5740,dissimilatory,41441164817.7553
1939,benthamiana,41425001042.19559
833,ancestress,41381395389.57298
7896,gaaspbi,41377356096.68094
12804,multistage,41361228992.356445
19863,testbed,41353155982.2697
7461,firmach,41317860406.10805
20539,triethanolamine,41309219647.56818
19711,taste,41304825844.815796
718,amid,41278804271.88668
4978,december,41266560641.73448
2666,cabin,41035785372.42772
11024,li,41035785255.18939
9579,inanimate,41031469804.104416
9380,ignored,40971995040.06325
4815,cyprinid,40947898747.01288
10090,intervertebral,40875298911.29396
3915,companion,40787775790.24513
17875,seci,40769538332.84458
2604,bullet,40752693726.98178
813,analyze,40749002337.297745
10475,kaleidoscopic,40743924781.92782
13176,neglected,40726985744.89542
19256,sucralfate,40704576739.07237
8272,glycosylated,40694885902.66332
21250,vibrations,40694705548.03581
14568,pde,40689666242.19406
2206,biota,40685459390.26484
1492,atroviridis,40640711339.55408
21549,wetlands,40620917479.71976
6311,electrostriction,40596714062.01519
15761,precut,40580740508.28995
17608,salinarum,40567031441.170395
21469,wasting,40538479903.96154
18137,sham,40478840725.881195
11164,liposarcoma,40474889629.05671
19495,swabs,40463979868.933395
7304,feelings,40428965639.23239
4518,craniomaxillofacial,40338252716.4137
11216,livres,40334426060.170265
10409,jnk,40317407787.64788
5046,defences,40298696111.683174
11175,liquidus,40196404248.14722
20688,turning,40177704440.88779
18956,steroidogenic,40143210323.6105
21201,verifying,40137292834.72839
12590,monte,40102975356.95302
4407,corroborating,40056033451.67684
4611,cryoglobulinemic,40052998127.99252
20925,unsharp,40045670455.523026
20318,trametes,39966775958.1393
16454,quarks,39952456468.90276
1175,aptamers,39916559013.717094
8029,gelsolin,39908287680.65412
15138,pictorials,39893333932.03612
7927,gallisepticum,39879023066.837746
11507,maintained,39876403711.91937
17083,requests,39845410534.85198
16593,rambutan,39828781676.17667
11296,loops,39796009564.92341
3578,cleaning,39765515590.2513
21715,xers,39757903988.43746
13480,noncontact,39752237939.61684
15605,portosystemic,39725595206.67801
20900,unmanned,39718624267.06451
1480,atracurium,39701415308.991714
15735,preauricular,39683539049.06288
10861,lay,39660973569.37431
16808,rediscovered,39595631555.36231
16619,rarely,39583015819.53043
404,afb,39580929964.530014
659,altering,39576908290.469574
8200,globalization,39552353059.62024
10952,lenticule,39499484138.807785
5035,deer,39488630567.78996
20626,truths,39477669587.07896
17909,sedimentation,39458470759.49251
13243,nets,39397565649.65499
5131,deltacoronavirus,39351860988.268166
14031,orthomorpha,39345976358.80402
8658,headwater,39313456244.52466
14027,orthodontics,39248227155.20191
16006,professor,39215920221.443016
18453,smilax,39208496819.765015
15353,pna,39180105412.07115
9727,infective,39159271781.555016
1043,antimicrobicus,39142032692.40193
21473,waterflooded,39138285156.18177
6184,efficacious,39138284858.30234
2751,cambalopsidae,39127165368.57089
17858,sealing,39119844411.649315
11850,medullary,39081251652.599594
1952,benzothiazole,39073517301.60703
12424,mnemonic,39046294830.66373
21370,voices,39021799293.055435
21098,vaping,39011759885.299194
17356,ridges,38960941111.06053
18257,sightseeing,38958233984.942566
19323,summing,38873876157.938515
20984,urethane,38803948063.03102
10354,ivabradine,38800318512.98093
8657,headspace,38778231578.63663
3685,coalescence,38777317497.59119
12879,mycoepoxydiene,38732546730.75032
10796,lankesteri,38700989828.3528
8852,hf,38640531113.123276
14840,petrosectomy,38635974934.96901
7920,galaxies,38631377423.81991
15555,pong,38589417356.0453
18398,skins,38561695692.40321
10984,lettuce,38554584383.23935
17028,reparability,38496983467.121605
991,antibiofouling,38496983416.206696
13872,oosit,38494140346.73444
8907,histochemical,38468308796.56381
20843,undong,38362781809.3988
12124,microbiological,38359115507.30391
12596,monticola,38262651199.46505
16038,prohibited,38221025079.30905
5509,digitorum,38209493614.26192
17510,rudder,38206647377.30197
20222,torque,38193975424.78077
16345,purity,38100541627.65002
4299,converging,38045894186.90504
6388,emended,38044557034.954926
15475,polyhydric,38025040574.33526
20005,thicknesses,38009945818.4201
18691,sphenomorphus,38006866477.45859
11574,maltooligosaccharides,38006041303.45838
66,acacetin,38001519867.855095
11034,libres,37999706818.774925
15944,priyanka,37995215236.2551
19002,stoechospermum,37930394686.47205
20792,unbuffered,37925222243.17078
17138,resorbability,37925222096.74967
17397,rivers,37910344077.84864
11460,madecassoside,37861204403.93294
20404,translucencies,37849590661.954414
6938,excessive,37839491414.710045
19852,terrane,37813317955.43755
2236,biscuits,37796458136.3941
12246,midpalatal,37785400488.65801
13854,onoceranoid,37782250442.71787
6917,exact,37723298272.140656
4341,copulas,37717218248.00457
6389,emerged,37712187086.499115
15336,plumeria,37699057455.3354
4204,consuming,37681409880.65527
15757,preconditioning,37668687439.20389
4990,decisorios,37621704983.67276
16837,refiner,37607843456.47752
9104,hybridized,37577291804.11851
16849,reflector,37574841801.85784
18651,specified,37562650027.01848
19316,sumatran,37539494712.61319
13083,naocl,37527067155.97464
1533,audience,37452504864.36059
3625,clobetasol,37415222743.424545
4023,concealing,37374712360.64387
8977,homology,37368852544.02542
6878,evade,37365522214.11319
2325,blunt,37350298061.74274
2479,bread,37334064605.92813
12753,multifield,37300658519.04881
20162,toddler,37255843532.80911
2254,bitumen,37255843529.06033
5452,dichotic,37255843219.74753
7376,fibrinogen,37203214354.86944
5375,dextranase,37154788769.50978
17212,reticulatus,36916514501.12179
12838,musculotendinous,36914162232.68901
3357,chingii,36879759373.30368
6131,economical,36810744908.08592
3177,cermet,36810744682.93578
19127,styles,36784311517.28883
10097,intoxication,36773387288.555984
2191,biosecurity,36765978433.58575
3292,chelating,36760589429.60735
15334,plug,36739893083.11157
21340,visuospatial,36733484162.34128
9390,illiciens,36718345322.89511
2264,bla,36687347968.74927
20305,traffics,36644986698.47172
5554,diminishing,36635837495.52588
16573,rails,36623273132.46825
20519,tributyl,36613726963.22208
20027,thirumanimutharu,36609578465.40971
17680,sarcoplasmic,36589644334.81262
15360,pneumoperitoneum,36576424887.81497
17664,saponin,36573441160.546875
10871,lcsoft,36570891761.744705
21030,utilized,36520898244.13994
19928,thalassaemic,36500910233.95395
15282,plasticizer,36482243073.9347
19131,styloid,36473809200.861145
19135,su,36450961707.593704
7565,fluctuations,36450961309.512375
17687,sat,36443276328.38908
10992,leukemic,36405211154.5994
11144,lipidergic,36401877617.06024
18077,serve,36383200302.91572
21374,vojta,36364796223.72879
16293,pulling,36319805348.847305
17420,rocks,36290640126.43713
8502,gyroscopes,36289747200.605606
8117,germanate,36282010769.061905
14936,phlebotomus,36273016173.21172
3889,communal,36265772207.43469
19180,sublyratus,36236813885.65156
10040,internists,36233941650.725105
16197,provisioning,36227798331.052505
4615,cryotherapy,36218238818.44437
5140,demineralized,36210657426.1282
15938,prisoners,36199310724.64465
14738,periods,36198903874.69191
20873,uniformity,36186221701.73465
15939,pristane,36169257792.64172
21127,varus,36160230950.12006
14405,parastomal,36155354683.37884
5342,deterring,36053483516.92576
6440,enable,36045918284.30828
7306,fela,36044328340.31295
11960,mesozoic,36040433801.68287
1038,antilipoxygenase,36036722526.01704
18438,slums,36022265882.86107
16478,query,35972326834.75096
18787,sprinters,35940871730.19002
8953,holstein,35940536119.571
21794,zakat,35928921233.37239
8015,geckos,35898100455.889465
16756,reconfigurable,35777352359.15994
5274,descriptor,35739443375.960556
13404,niosomal,35736454277.05564
16121,proses,35711033159.33668
7402,fighting,35656155088.847755
5240,derangements,35636698894.34235
13340,neutropenic,35636698785.7551
6520,endosymbiont,35630794221.604614
8631,hatching,35607158009.33293
16155,proteolysis,35588832703.85828
20510,triazaborolopyridinium,35578099600.67302
6413,emphasis,35509955935.35996
14757,peritransition,35448637723.897
20455,trap,35419657398.91231
6981,existential,35374160880.3427
21475,waterfront,35365205395.54538
9805,inhibiting,35355332977.74132
16079,prompting,35344744462.30653
19198,subsequences,35328333857.263756
13496,nonhomogeneous,35309987669.95442
10619,klunchun,35288940648.25125
8569,halts,35251138482.00876
9095,hvocs,35225720619.32786
13832,omega,35215533790.67863
13092,napthalamide,35172577546.89012
18313,simplex,35168820125.553955
6295,electromyography,35165456696.02248
14223,ozonation,35163292513.269714
8854,hfrp,35156290821.62359
18454,smiling,35156290819.37536
8002,gauging,35000004376.10268
19706,tarnish,34994959457.338776
21033,utr,34961189205.284485
10451,just,34954371026.64259
5445,dicationic,34954370637.184494
3587,cleavage,34884824403.164925
5592,dipole,34845207401.24953
8007,gba,34830489695.43645
7707,fortification,34791268563.639084
1733,bainitic,34775865389.379715
814,analyzed,34771360853.36197
10727,lacticaseibacilli,34739275374.15402
17295,rhabdomyolysis,34691010362.30272
5615,disappearance,34688223141.22951
15328,plots,34643881412.649124
17150,respond,34551620548.848114
10639,kojic,34482968600.89495
15177,pimed,34482968492.99252
15421,polyadenylation,34457163104.62189
12484,moesin,34441384709.42206
2278,bleached,34384941655.39445
14157,overprint,34347732160.839657
13637,nudae,34326670195.902084
5033,deeply,34297263685.67382
11612,manhattan,34236835533.453518
7007,expansive,34219769940.497906
12544,monoclinic,34116277755.857544
11878,melanoidin,34093030842.32334
13824,olive,34008057242.325726
15348,pmf,33975879180.38793
477,agreed,33960854482.655453
129,acetylcholine,33943725490.12592
8544,halbach,33923723411.41046
19640,tak,33919772928.16688
9635,increment,33885119641.00435
4784,cyclone,33885031945.37353
13035,nanoparticulate,33880413543.049725
445,ages,33801670694.555786
2836,caprine,33786544099.84942
3972,complicated,33786022090.897427
9010,horsfieldone,33779607187.614548
9547,import,33779134340.1149
21488,wavelength,33726441454.96617
17557,sacred,33720597751.1587
17496,rssi,33718615662.061073
6823,etherification,33716052600.633636
13861,ontogenetic,33677442925.174355
19143,subcellular,33667397940.893494
8745,hemorrhages,33642156070.715183
21039,uvra,33641776883.669693
3891,communicate,33589014504.42191
16276,ptfe,33567594455.191116
15137,pictorial,33549456357.625824
1028,antiglycation,33548856981.82491
21179,venoms,33540577879.752846
9367,iedea,33519974613.769928
14472,partitioning,33505682817.280846
9181,hydrothermalin,33496778313.300186
2366,boon,33475377883.128902
2950,carnosus,33453735622.854473
14000,orienting,33440852369.23027
4452,counseling,33431429095.713894
18275,silage,33414556368.13825
1969,berry,33367940450.73772
2521,bringing,33271541702.84677
18722,spinor,33269059912.844246
16436,quadrotor,33263388425.86429
20967,upscaling,33243075920.700584
8836,heterozygosity,33223058693.843456
1987,bevacizumab,33202349665.880455
19278,sujeto,33139479496.653553
1297,artemia,33138071769.639824
1442,asymmetry,33121507788.308594
460,aggregators,33110348859.452442
9446,immunisation,33110348647.775326
13227,nerasta,33103017857.162193
20102,tigris,33097676043.795914
10429,journeys,33046134604.800823
7507,flavonoid,33040361397.273903
15404,politico,32965687986.079258
6303,electroplating,32949588909.01155
10741,lactuca,32947954146.850483
20526,trichosanthes,32945631031.26245
3532,citrobacter,32940965367.642853
14892,phathalate,32939218696.466362
10641,komagataeibacter,32922320976.16453
6584,enterobacterales,32893057685.924835
9211,hyperammonaemia,32793977410.78171
11407,lysinibacillus,32767530509.297142
10762,lamesticumin,32745325290.09013
15424,polyamine,32719728352.2113
18943,stepwise,32718090649.862
5303,destabilizes,32711648143.57897
937,anoikis,32711648053.19776
14656,pennisetum,32685981204.94993
13809,oleylamine,32684524091.261154
17563,saemaul,32668230050.172894
18566,songkla,32636088344.06546
8309,gonioscopy,32593210355.915558
19432,sur,32569091589.613083
14392,paranoid,32525261065.321503
8053,generator,32521180109.070724
932,anodised,32514068179.168667
3808,colocalization,32504485012.014385
13860,ontario,32503876220.29254
15554,ponds,32462025348.97798
8849,hexaplex,32450231160.87622
544,alcoholic,32448096701.1839
17900,secured,32416049717.378014
13915,opposing,32399713157.30761
15954,probed,32326122975.03971
14299,palmitoleic,32317630699.87954
16351,purpureum,32314059352.147224
11120,lingual,32237477038.427433
14975,photo,32228180942.798515
11346,lucidum,32162031457.911198
2015,bifidobacterium,32153301995.447174
11452,macroprolactinoma,32131974977.502453
8808,herpetofauna,32117122040.257954
11333,lspr,32095843475.611435
12454,modernising,32043708901.897263
15673,potency,32003299372.899956
20667,tunicate,31999574639.90675
12670,movements,31950699496.53421
3382,chlorine,31947689754.24285
6732,erianthridin,31942720626.495358
18439,smac,31942720196.631943
11472,magmatism,31934834308.207035
20692,tuxtlas,31934431515.171745
16051,prolapse,31914523688.63217
6928,excavata,31893040224.52043
10369,james,31794106041.421646
3516,cisplatino,31787976854.997425
15170,pillar,31782876229.39714
3056,caught,31781494329.910652
6904,evol,31740800414.724197
9079,humilis,31702364111.313442
16958,released,31683176608.97422
4229,contesting,31664492298.72875
8779,hepatotoxicity,31630062756.17663
14416,parcel,31604037660.252747
5266,descending,31584854903.585205
17306,rhinacanthus,31525410017.0698
8061,genial,31492497930.98805
11252,locational,31483773974.665337
10370,jamming,31479035615.598087
12448,moderately,31456643173.2938
5377,dextrose,31451885358.74317
14928,phikud,31443890037.951897
20980,uremic,31427374883.20493
17552,sacha,31395745885.711365
8122,germs,31339367789.88097
8467,guidance,31283559790.44591
13456,noise,31270686725.6878
20524,trichodinids,31236012757.49936
4803,cylindrocarpa,31189817276.13337
9905,instant,31188758050.637024
3529,citrinopileatus,31183716007.21698
20071,thylakoid,31179482125.002644
9318,hypoxic,31145152224.533894
12972,nanocarbonaceous,31124306308.025375
19580,synoviocytes,31089443406.180252
14881,pharmacopoeia,31067246835.27684
13645,numeric,31061575798.945885
10725,lactation,31049761782.02864
15297,platygastridae,31045304839.8023
5418,diamondized,31042504225.641193
12256,migratory,31003175412.61058
6304,electropolymerization,30997163757.478302
20204,topically,30942984360.021736
14336,panniculitis,30928882999.161827
10244,irbesartan,30916317433.41036
10589,kiln,30909137880.371326
19607,systolic,30908250983.674255
15049,phs,30905877208.44263
14283,palates,30876943690.27452
356,adsorptivity,30872441609.263577
2963,carrying,30852136710.273743
16592,ramayana,30838347008.04282
2140,bioluminescent,30792665031.413746
17098,resembles,30746248045.455902
16199,proxemic,30714660397.63932
4892,danish,30657512182.851246
9824,initiatives,30642564291.097046
15646,posting,30630017506.818985
13782,offset,30625807960.05379
13905,opioid,30614175735.075882
18211,shot,30603512523.413322
13774,officer,30598617964.30806
16776,recovers,30529885445.217964
2624,burmese,30514949014.0911
10098,intra,30491678740.384262
3470,chunk,30491678578.52934
9997,interfaces,30491678319.90876
4512,craib,30475382166.415573
16647,ravenous,30465932590.545227
10438,juicing,30463319180.764862
13702,obstetrics,30433171660.70992
13339,neutropenia,30394315742.384506
15985,producers,30393846903.518883
12214,microspectroscopic,30384286571.53958
8883,hills,30375139733.618378
21623,wlan,30369551284.201973
5429,diary,30358894792.12491
15135,picrotoxane,30318578571.037083
11589,managements,30278601668.551258
19759,tectonics,30255867984.127804
21162,veins,30232993309.967316
21381,volcano,30189211069.326126
20820,undernutrition,30180251115.285957
10780,landmarks,30165155602.149208
21433,walk,30156570257.686092
593,alkyl,30156570076.881317
2493,breath,30156569812.46136
3027,categorisation,30152822716.49179
11495,magnus,30149120947.068653
10422,joss,30126461568.446884
8364,granitic,30126256155.184555
16316,pumice,30084842034.91076
11778,mc,30073108260.244522
12719,mudflat,30040316609.698715
9449,immunized,30029352511.406456
11200,litsea,29986327304.244225
10516,kenya,29928365190.17401
10048,interpenetrated,29924877860.672012
16415,pzt,29924877751.92318
12139,microcomposites,29873347610.08181
20109,tilt,29817392495.130928
20983,ureteroscopes,29814262233.20987
16691,reanimation,29791381547.91816
10158,intrinsically,29769071465.498177
13550,norcycloartocarpin,29769071344.967735
12873,myc,29769071196.94082
6637,ephemeranthol,29769071163.8014
18699,spheroids,29769070980.217102
4566,crocetin,29769070714.593475
16806,redifferentiation,29724139812.80129
9389,illegal,29718710650.941044
5167,dengan,29662470927.609474
9589,incentive,29659791774.643166
9807,inhibitions,29642750800.703003
3274,chatree,29621855809.757492
19423,supramanubrial,29608477789.938583
20007,thigh,29601865485.301647
18179,shields,29552918157.359722
2583,buddhists,29543527980.522217
12009,metaphire,29511570648.535248
20867,unicentric,29506688860.215187
6088,earthmoving,29481223122.759262
11888,melissopalynological,29476824105.346466
16515,qxg,29476823538.84317
14341,panuveitis,29432871962.57721
19034,strained,29406016528.71837
15113,phytostabilization,29388224884.7605
10017,interlanguage,29319514482.057945
4959,decadal,29318116261.30304
19293,sulfided,29289853128.305992
7991,gastrosplenic,29150178602.534355
18867,stanford,29147385205.59341
5529,dilated,29108575298.600025
20699,tweets,29085361382.27273
14701,perforation,29045343964.509155
138,achievements,29043651770.51223
14699,perfluorooctanoic,29040691304.85005
9173,hydropower,29019956085.876236
13465,nonadoption,29000370271.71341
4461,countermobilization,28980602035.643795
286,adhd,28969604636.58679
13569,norms,28943655540.378105
6400,emilia,28937306839.77508
15967,procesos,28903872238.861782
19683,tanusree,28855362348.51906
16357,pushing,28830487123.22941
21288,vinylogous,28793237146.373775
17905,sedative,28755177859.917755
7468,fisheries,28728581992.97254
8250,glyceline,28725602985.677124
10671,krusei,28702792313.90886
9900,inspired,28688556656.699944
1336,ascending,28589681814.976273
18763,sporolactobacillus,28589491338.10269
14196,oxidoreductase,28575943694.62068
10647,konjac,28560894986.160706
18793,spur,28560487693.81753
1196,arabidopsis,28555962431.86064
1986,betulinic,28541290097.50946
3385,chlorococcum,28527691636.034164
7277,fdm,28482606870.700966
17237,retromandibular,28477413013.88116
20789,unbiased,28448364154.485664
21077,valproic,28391996046.48946
